"","lga_id","UID","NAME","TYPE","WARD","COMMUNITY","unique_lga"
"10829",441,"xzom","EFAKON HOSPITAL","primaryhealthcarecentre","BAMGBE ELEBIJU","DEMURIN ;KETU","lagos_kosofe"
"10830",441,"hgwm","FOLU CLINIC","primaryhealthclinic","ERUNKUN ORISHIGUN","KETU","lagos_kosofe"
"10831",441,"voxw","DOMONION HOSPITAL","primaryhealthcarecentre","BAMGBE ELEBIJU","OLUWATOSIN ;KETU","lagos_kosofe"
"10832",441,"bbhk","JOSE -MARIA CLINIC","primaryhealthclinic","SHANGISHA MAGODO","SHANGISHA","lagos_kosofe"
"10833",441,"zkyn","DEOLU CLINIC","primaryhealthclinic","SHANGISHA MAGODO","AWOLESI; MAGODO","lagos_kosofe"
"10834",441,"eyqt","BARBINTON HOSPITAL","primaryhealthcarecentre","ODOGUN AJEGUNLE","AJEGUNLE","lagos_kosofe"
"10835",441,"igsr","WURAOLA CLINIC","primaryhealthclinic","ALAPERE","ODOMOSU","lagos_kosofe"
"10836",441,"bsyk","ESTHER MEMORIAL MATERNITY HOME","maternity","ALAPERE","DERURIN;KETU","lagos_kosofe"
"10837",441,"lrrd","LOVE SPRING HOSPITAL","primaryhealthcarecentre","AGIDI OSOGUN","ALAPERE; KETU","lagos_kosofe"
"10838",441,"nhpo","OUR LADY MATERNITY HOME","maternity","ALAPERE","JULIUS ELEBITU; KETU","lagos_kosofe"
"10839",441,"dqaq","PROFILE MATERNITY","maternity","ALAPERE","ADISA AKINTOYE","lagos_kosofe"
"10840",441,"hhgq","DELTA CROWN HOSPITAL","primaryhealthcarecentre","ERUNKUN ORISHIGUN","AJAYI ; KETU","lagos_kosofe"
"10841",441,"zhoc","BOLAKUNMI IDOWU MEMORIAL MEDICAL CENTRE","primaryhealthclinic","BAMGBE ELEBIJU","ODUNITAN","lagos_kosofe"
"10842",441,"gqht","ST MICHEAL MEDICAL CENTRE","primaryhealthclinic","AGIDI OSOGUN","ONASANYA","lagos_kosofe"
"10843",441,"xzan","MED-IN SPECIALIST HOSPITAL","primaryhealthcarecentre","OGUDU","OSOGBO;OGUDU","lagos_kosofe"
"10844",441,"mwcb","DONAS SPECIALIST HOSPITAL","specialisthospital","ODOGUN AJEGUNLE","AJEGUNLE","lagos_kosofe"
"10845",441,"akhx","DE-MOROLAYO HOSPITAL","primaryhealthcarecentre","ALAPERE","ORI-OLA; ALAPERE","lagos_kosofe"
"10846",441,"tcyq","GIFTED HANDA MEDICAL CENTRE","primaryhealthclinic","ISHERI OLOWORA","ISHERI","lagos_kosofe"
"10847",441,"mvdc","TWINSVILLE MEDICAL CENTRE","primaryhealthcarecentre","OGUDU","ORESANYA;OGUDU","lagos_kosofe"
"10848",441,"ossf","BERNICE CLINIC","primaryhealthclinic","ERUNKUN ORISHIGUN","IKORODU; KOSOFE","lagos_kosofe"
"10849",441,"vcru","SAMAKIN CLINIC & MATERNITY CENTRE","maternity","ORILE KETU","YUSUF OYERO","lagos_kosofe"
"10850",441,"pgtd","INLAND SPECIALIST HOSPITAL","specialisthospital","ALAPERE","OWODUNNI ; ALAPERE","lagos_kosofe"
"10851",441,"bsek","HELOHIM MATERNITY HOME","maternity","ALAPERE","FARAYOLA; ALAPERE","lagos_kosofe"
"10852",441,"tzbz","AMESO HOSPITAL","primaryhealthcarecentre","OJOTA","JUMAT OLUKOYA; OJOTA","lagos_kosofe"
"10853",441,"ogkk","DAN'S MEDICAL CENTRE","primaryhealthcarecentre","ERUNKUN ORISHIGUN","KETU","lagos_kosofe"
"10854",441,"luqa","I.F.P.F HOSPITAL","primaryhealthcarecentre","MENDE","MARYLAND","lagos_kosofe"
"10855",441,"vjqm","HEAL AL SPECIALIST HOSPITAL","specialisthospital","AGILITI MAIDAN","MAIDAN","lagos_kosofe"
"10856",441,"myks","OUR LADY MATERNITY HOME","maternity","ALAPERE","JULIUS ELEBITU","lagos_kosofe"
"10857",441,"yjvm","ENIOLA CLINIC","primaryhealthclinic","ORILE IKOSI","OWORO","lagos_kosofe"
"10858",441,"uguw","DORCAS MATERNITY HOME","maternity","OJOTA","AYINDE ST. OJOTA","lagos_kosofe"
"10859",441,"lzwd","THE MERCIFUL GOD CLINIC","primaryhealthclinic","OJOTA","OLATUNJI","lagos_kosofe"
"10860",441,"ahgj","GBAGADA GENERAL HOSPITAL","generalhospital","ARAROMI IFAKO","HOSPITAL","lagos_kosofe"
"10861",441,"wail","AS-SAKINAH CLINIC","primaryhealthclinic","ERUNKUN ORISHIGUN","OMOLOLU","lagos_kosofe"
"10862",441,"oyhg","BERNICE CLINIC","primaryhealthclinic","ERUNKUN ORISHIGUN","KETU","lagos_kosofe"
"10863",441,"yzan","GLORIA HOSPITAL","primaryhealthcarecentre","ORILE OWORO","OLAIDEINDE ;ANTHONY ","lagos_kosofe"
"10864",441,"ubyv","APEX CARE HOSPITAL","primaryhealthcarecentre","OJOTA","KUJORE","lagos_kosofe"
"10865",441,"aapc","HOREB CONSULT HOSPITAL","primaryhealthcarecentre","OJOTA","OGUDU","lagos_kosofe"
"10866",441,"ahfz","LOVE SPRING HOSPITAL","primaryhealthcarecentre","AGIDI OSOGUN","IYANA SCHOOL; ALAPER","lagos_kosofe"
"10867",441,"tghx","OPTIMAL MEDICAL CENTRE","primaryhealthcarecentre","ORILE KETU","ANIBABA","lagos_kosofe"
"10868",441,"zuvh","ESTHER MEMORIAL MATERNITY HOME","maternity","ALAPERE","DEMURIN; KETU","lagos_kosofe"
"10869",441,"rmwo","MOLAD MEMORIAL CLINIC","primaryhealthclinic","ERUNKUN ORISHIGUN","AJELOGO","lagos_kosofe"
"10870",441,"exax","SYNERGY MEDICALS CLINIC","primaryhealthclinic","OJOTA","OGUDU","lagos_kosofe"
"10871",441,"pkuw","MUBLYN MATERNITY & HOME","maternity","OJOTA","OJOTA","lagos_kosofe"
"10872",441,"kapa","ST. ANTHONY CLINIC","primaryhealthclinic","OJOTA","FADIYA","lagos_kosofe"
"10873",441,"nqyd","DE-LAFIA CONVALESCENT HOME","maternity","AGILITI MAIDAN","MAIDAN;MILE12","lagos_kosofe"
"10874",442,"gtcv","Turmi","healthpostdispensary","kaugama","Kaugama","jigawa_kuagama"
"10875",442,"wmdp","Hadin","healthpostdispensary","Hadin","Hadin","jigawa_kuagama"
"10876",442,"mmjn","Kaugama Model","wardmodelphccentre","Kaugama","Kaugama","jigawa_kuagama"
"10877",442,"yqjp","G/Bagudu","healthpostdispensary","Dabuwaran","Dabuwaran","jigawa_kuagama"
"10878",442,"pbrw","Dabuwaran","primaryhealthclinic","Dabuwaran","Dabuwaran","jigawa_kuagama"
"10879",442,"fxun","Ja'e","healthpostdispensary","Ja'e","Ja'e","jigawa_kuagama"
"10880",442,"oovv","Adimin Gaso","healthpostdispensary","Askandu","Askandu","jigawa_kuagama"
"10881",442,"cdbc","Maina Bndi","healthpostdispensary","Ja'e","Ja'e","jigawa_kuagama"
"10882",442,"frva","Dodorin Mal. Abdu","healthpostdispensary","Arbus","Arbus","jigawa_kuagama"
"10883",442,"rcnh","Ecowa","primaryhealthclinic","Kaugama","Kaugama","jigawa_kuagama"
"10884",442,"uypz","Marile","healthpostdispensary","Marile","Marile","jigawa_kuagama"
"10885",443,"jiop","HEALTH CLINIC ANCHAU GARI","primaryhealthclinic","ANCHAU","ANCHAU GARI","kaduna_kubau"
"10886",443,"azmg","SUNNA NURSING HOME","primaryhealthclinic","ZUNTU","ZUNTU","kaduna_kubau"
"10887",443,"smnu","HEALTH CLINIC YARDOKA","primaryhealthclinic","HASKIYA","YARDOKA","kaduna_kubau"
"10888",443,"hrlc","ALHERI MATERNITY HOME JAGABA","maternity","DAMAU","DAMAU","kaduna_kubau"
"10889",443,"wvwq","HEALTH CLINIC BUGAU","primaryhealthclinic","HASKIYA","BUGAU","kaduna_kubau"
"10890",443,"bzil","HEALTH CLINIC DOKAN TAGWAI","primaryhealthclinic","MAH","DOKAN TAGWAI","kaduna_kubau"
"10891",443,"loqs","GITAB TSAN CLINIC","primaryhealthclinic","KARREH","KARREH","kaduna_kubau"
"10892",443,"qwjj","PHC MAH","primaryhealthcarecentre","MAH","MAH","kaduna_kubau"
"10893",443,"vudu","JAN BLOCK CONVALENCE & MATERNITY HOME","maternity","PAMBEGUWA","PAMBEGUWA","kaduna_kubau"
"10894",443,"tpmw","SAUKI MATERNITY & MEDICAL CENTRE","maternity","ZUNTU","ZUNTU","kaduna_kubau"
"10895",443,"vifa","SUNDAY MATERNITY HOME","maternity","DAMAU","DAMAU","kaduna_kubau"
"10896",443,"ckpg","SIRAJO MATERNITY HOME","maternity","MAH","MAH","kaduna_kubau"
"10897",443,"uvtj","ZUMUNCHI MATERNITY HOME","maternity","ZABI","ZABI","kaduna_kubau"
"10898",443,"yzoy","HEALTH CLINIC GIDAN GATA","primaryhealthclinic","ANCHAU","GIDAN GATA","kaduna_kubau"
"10899",443,"bccv","MUNKAILA NURSING HOME","primaryhealthclinic","DUTSEN WAI","DUTSEN WAI","kaduna_kubau"
"10900",443,"hzpc","HEALTH CLINIC MAIYASHI","primaryhealthclinic","ANCHAU","MAIYASHI","kaduna_kubau"
"10901",443,"chmj","PHC DUTSEN WAI","primaryhealthcarecentre","DUTSEN WAI","DUTSEN WAI","kaduna_kubau"
"10902",443,"pyve","HEALTH CLINIC GIDAN MAI AUDUGA","primaryhealthclinic","ANCHAU","GIDAN MAI AUDUGA","kaduna_kubau"
"10903",443,"yszp","SAUKI NURSING & MATERNITY CLINIC","maternity","DUTSEN WAI","DUTSEN WAI","kaduna_kubau"
"10904",443,"yvoe","HEALTH CLINIC ANGUWAN KULI","primaryhealthclinic","DUTSEN WAI","ANGUWAN KULI","kaduna_kubau"
"10905",443,"dkfx","DUTSEN WAI CLINIC","primaryhealthclinic","DUTSEN WAI","DUTSEN WAI","kaduna_kubau"
"10906",443,"ovue","JANGABA NURSING HOME","primaryhealthclinic","DAMAU","DAMAU","kaduna_kubau"
"10907",443,"lwni","MUHAMMAD ADO HEALTH CLINIC","primaryhealthclinic","ANCHAU","ANCHAU","kaduna_kubau"
"10908",443,"uknu","MAITALA MATERNITY & NURSING HOME","maternity","ZUNTU","ZUNTU","kaduna_kubau"
"10909",443,"hgal","HEALTH CLINIC KAFI","primaryhealthclinic","KUBAU","KAFI","kaduna_kubau"
"10910",443,"ybwi","ALHERI NURSING & MATERNITY HOME","maternity","DUTSEN WAI","DUTSEN WAI","kaduna_kubau"
"10911",443,"rmnt","Health clinic Kurmin Ruwa","primaryhealthclinic","Badarum","Kurimin Ruwa","kaduna_kubau"
"10912",443,"ckgt","HEALTH CLINIC GJSS MARABA","primaryhealthclinic","KUBAU","MARABA","kaduna_kubau"
"10913",443,"zoax","SAUKI CONVALENCE NURSING","primaryhealthclinic","PAMBEGUWA","PAMBEGUWA","kaduna_kubau"
"10914",443,"nnbd","AKURE CLINIC & NURSING HOME","primaryhealthclinic","DAMAU","DAMAU","kaduna_kubau"
"10915",443,"nhpi","HEALTH CLINIC WAZABI","primaryhealthclinic","ZUNTU","WAZABI","kaduna_kubau"
"10916",443,"slxt","ALWAJUD CLINIC & MATERNITY","maternity","KUBAU","KUBAU","kaduna_kubau"
"10917",443,"uoea","HEALTH CLINIC KARABA","primaryhealthclinic","MAH","KARABA","kaduna_kubau"
"10918",443,"ftmf","MAIGASKIYA CLINIC","primaryhealthclinic","PAMBEGUWA","PAMBEGUWA","kaduna_kubau"
"10919",443,"rdtp","HEALTH CLINIC DOKAN TORO","primaryhealthclinic","MAH","DOKAN TORO","kaduna_kubau"
"10920",443,"pdie","PHC HASKIYA","primaryhealthcarecentre","HASKIYA","HASKIYA","kaduna_kubau"
"10921",443,"achx","JAFARU PRIVATE CLINIC","primaryhealthclinic","HASKIYA","KANWA","kaduna_kubau"
"10922",443,"cpvs","MEDICAL CENTRE DAN BLOCK MATERNITY/NURSING","maternity","PAMBEGUWA","PAMBEGUWA","kaduna_kubau"
"10923",443,"dzrm","HEALTH CLINIC RIKOCHI","primaryhealthclinic","MAH","RIKOCHI","kaduna_kubau"
"10924",443,"bsfp","ALHERI NURSING HOME","maternity","ANCHAU","ANCHAU","kaduna_kubau"
"10925",443,"mnkp","HEALTH CLINIC MATANGI","primaryhealthclinic","KARREH","MATANGI","kaduna_kubau"
"10926",443,"tfsc","MOHD GAMBO SAWABA CLINIC & MATERNITY HOME","maternity","ANCHAU","ANCHAU","kaduna_kubau"
"10927",443,"rnau","HEALTH CLINIC KUDUMI","primaryhealthclinic","HASKIYA","KUDUMI","kaduna_kubau"
"10928",443,"qhhz","YOMI NURSING & MATERNITY CENTRE","maternity","ZABI","ZABI","kaduna_kubau"
"10929",443,"yboq","HEALTH CLINIC DANKANDE","primaryhealthclinic","ZUNTU","DANKANDE","kaduna_kubau"
"10930",443,"orrv","HEALTH CLINIC KARIYA","primaryhealthclinic","KARGI","KARIYA","kaduna_kubau"
"10931",443,"abrl","HEALTH CLINIC KANWA","primaryhealthclinic","HASKIYA","KANWA","kaduna_kubau"
"10932",443,"kgvp","HEALTH CLINIC KAGADAMA","primaryhealthclinic","HASKIYA","KAGADAMA","kaduna_kubau"
"10933",443,"nzyt","ST. JOHN'S HEALTH CLINIC","primaryhealthclinic","KARGI","KARGI","kaduna_kubau"
"10934",443,"ayla","MUTUNCHI HEALTH CLINIC","primaryhealthclinic","ANCHAU","ANCHAU","kaduna_kubau"
"10935",443,"ecqb","Health clinic Kurmin Rigasa","primaryhealthclinic","Badarum","Kurin Rigasa","kaduna_kubau"
"10936",443,"wotp","ALHERI MATERNITY HOME","maternity","ZABI","ZABI","kaduna_kubau"
"10937",443,"qtal","HEALTH CLINIC GEDAGE","primaryhealthclinic","KARGI","GEDAGE","kaduna_kubau"
"10938",443,"guha","PHC ZUNTU","primaryhealthcarecentre","ZUNTU","ZUNTU","kaduna_kubau"
"10939",443,"zszn","PHC PAMBEGUWA","primaryhealthcarecentre","PAMBEGUWA","PAMBEGUWA","kaduna_kubau"
"10940",443,"ytrq","PHC ANGUWAN DOGO","primaryhealthcarecentre","ZABI","ANGUWAN DOGO","kaduna_kubau"
"10941",443,"arqb","HEALTH CLINIC KWADARO","primaryhealthclinic","KARREH","KWADARO","kaduna_kubau"
"10942",443,"ixvq","HEALTH CLINIC JENAU","primaryhealthclinic","ANCHAU","JENAU","kaduna_kubau"
"10943",443,"uccd","PHC ANCHAU","primaryhealthcarecentre","ANCHAU","ANCHAU","kaduna_kubau"
"10944",443,"jlrd","HASKE CLINIC","primaryhealthclinic","KARGI","KARGI","kaduna_kubau"
"10945",443,"phlr","ST. LUKE ANGLICAN CLINIC GIDAN KWANGU","primaryhealthclinic","MAH","MAH GIDAN KWANGU","kaduna_kubau"
"10946",443,"qqgl","HEALTH CLINIC BANKI","primaryhealthclinic","DAMAU","BANKI","kaduna_kubau"
"10947",443,"laaq","YARDOKA MATERNITY HOME","maternity","HASKIYA","HASKIYA","kaduna_kubau"
"10948",443,"awea","HEALTH CLINIC KURAYE","primaryhealthclinic","MAH","KURAYE","kaduna_kubau"
"10949",443,"unge","PHC KARGI","primaryhealthcarecentre","KARGI","KARGI","kaduna_kubau"
"10950",443,"lmde","PHC KUBAU","primaryhealthcarecentre","KUBAU","KUBAU","kaduna_kubau"
"10951",443,"ptdt","IBRAHIM UMAR CLINIC","primaryhealthclinic","DAMAU","DAMAU","kaduna_kubau"
"10952",443,"pwgk","HEALTH CLINIC MALIKANCHI DANJUMA","primaryhealthclinic","KARGI","MALIKANCHI DANJUMA","kaduna_kubau"
"10953",443,"xmdx","WARE WARE HEALTH CLINIC","primaryhealthclinic","KARGI","KARGI","kaduna_kubau"
"10954",443,"mgwu","UNGUWAR KAMBI CLINIC","primaryhealthclinic","KARGI","UNGUWAR KAMBI","kaduna_kubau"
"10955",443,"pofe","HEALTH CLINIC JIDDA","primaryhealthclinic","KARREH","JIDDA","kaduna_kubau"
"10956",443,"vsui","AWARKE MEDICAL CENTRE","primaryhealthclinic","PAMBEGUWA","PAMBEGUWA","kaduna_kubau"
"10957",443,"sdvz","DANMALIKI MEDICAL & MATERNITY CENTRE","maternity","PAMBEGUWA","PAMBEGUWA","kaduna_kubau"
"10958",443,"ngnb","HEALTH CLINIC GADAS","primaryhealthclinic","KARGI","GADAS","kaduna_kubau"
"10959",443,"jvcl","TASHAR TSAMIYA MATERNITY HOME (PETER CLINIC)","maternity","HASKIYA","TASHAR TSAMIYA","kaduna_kubau"
"10960",443,"lmov","HEALTH CLINIC ANGUWAN MAMUDA","primaryhealthclinic","ZABI","ANGUWAN MAMUDA","kaduna_kubau"
"10961",443,"krmh","MOSES CLINIC","primaryhealthclinic","DAMAU","DAMAU","kaduna_kubau"
"10962",443,"wdew","HEALTH CLINIC WAGAHO","primaryhealthclinic","DAMAU","WAGAHO","kaduna_kubau"
"10963",443,"byrr","COCIN PHC","primaryhealthcarecentre","KUBAU","KUBAU","kaduna_kubau"
"10964",443,"sslz","NEW GRACE NURSING & MATERNITY","maternity","PAMBEGUWA","PAMBEGUWA","kaduna_kubau"
"10965",443,"pnys","HEALTH CLINIC ANGUWAN RUKKU","primaryhealthclinic","KARGI","ANGUWAN RUKKU","kaduna_kubau"
"10966",443,"jduy","HEALTH CLINIC TALATA","primaryhealthclinic","MAH","TALATA","kaduna_kubau"
"10967",443,"rfsa","HEALTH CLINIC NASARU","primaryhealthclinic","KARREH","NASARU","kaduna_kubau"
"10968",443,"lokz","PHC KARREH","primaryhealthcarecentre","KARREH","KARREH","kaduna_kubau"
"10969",443,"sbgw","Catholic clinic Bakin Kogi","maternity","Badarum","Bakin Kogi","kaduna_kubau"
"10970",443,"gyfo","HEALTH CLINIC PANGWANI","primaryhealthclinic","KARGI","PANGWANI","kaduna_kubau"
"10971",443,"hitn","PHC DAMAU","primaryhealthcarecentre","DAMAU","DAMAU","kaduna_kubau"
"10972",443,"swii","Health clinic Badarum","primaryhealthclinic","Badarum","Badarum","kaduna_kubau"
"10973",443,"quni","GENERAL HOSPITAL PAMBEGUWA","generalhospital","PAMBEGUWA","PAMBEGUWA","kaduna_kubau"
"10974",443,"joty","ECWA Health clinic Bakin Kogi","maternity","Badarum","Bakin Kogi","kaduna_kubau"
"10975",443,"xary","HEALTH CLINIC SABON LAYI","primaryhealthclinic","PAMBEGUWA","SABON LAYI","kaduna_kubau"
"10976",444,"ryja","DANMAKWARWA HEALTH CLINIC","primaryhealthclinic","SABON GARI","DANMAKWARWA","kaduna_kudan"
"10977",444,"jfjq","DAMASKI HEALTH CLINIC","primaryhealthclinic","KUDAN","DAMASKI","kaduna_kudan"
"10978",444,"xuch","PHC DOKA","primaryhealthcarecentre","DOKA","DOKA","kaduna_kudan"
"10979",444,"nyjx","KYADI HEALTH CLINIC","primaryhealthclinic","DOKA","KYADI","kaduna_kudan"
"10980",444,"vdqi","MUSAWA HEALTH CLINIC","primaryhealthclinic","SABON GARI","MUSAWA","kaduna_kudan"
"10981",444,"cuzt","GARU PHC","primaryhealthcarecentre","GARU","GARU","kaduna_kudan"
"10982",444,"rgvi","JAJA HEALTH CLINIC","primaryhealthclinic","SABON GARI","JAJA","kaduna_kudan"
"10983",444,"vgbp","DUMUGA HEALTH CARE","primaryhealthclinic","SABON GARI","DUMUGA","kaduna_kudan"
"10984",444,"horn","MA'AJI HEALTH CLINIC","primaryhealthclinic","KUDAN","ANGUWAN MA'AJI","kaduna_kudan"
"10985",444,"sgzo","PHC HUNKUYI","primaryhealthcarecentre","HUNKUYI","HUNKUYI","kaduna_kudan"
"10986",444,"ldfh","DANDAKO HEALTH CLINIC","primaryhealthclinic","ZABI","DANDAKO","kaduna_kudan"
"10987",444,"gnhh","PHC ZABI","primaryhealthcarecentre","ZABI","ZABI","kaduna_kudan"
"10988",444,"ykup","ANGUWAN DANDABO HEALTH CLINIC","primaryhealthclinic","GARU","ANGUWAN DANDABO","kaduna_kudan"
"10989",444,"nmjm","DUFA DUFA HEALTH CLINIC","primaryhealthclinic","SABON GARI","DUFA DUFA","kaduna_kudan"
"10990",444,"ueuk","TASHAN KADE HEALTH CLINIC","primaryhealthclinic","ZABI","TASHAN KADE","kaduna_kudan"
"10991",444,"aujt","KYAUDAI HEALTH CLINIC","primaryhealthclinic","SABON GARI","KYAUDAI","kaduna_kudan"
"10992",444,"qimz","GUIBI HEALTH CLININC","primaryhealthclinic","DOKA","GUIBI","kaduna_kudan"
"10993",444,"slsx","DANBAMI HEALTH CLINIC","primaryhealthclinic","SABON GARI","DANBAMI","kaduna_kudan"
"10994",445,"uipy","PhC Chukuku Tsoho","primaryhealthclinic","kilankwa","kilankwa","fct_kuje"
"10995",445,"jsgn","PHC Kamadi","primaryhealthclinic","Ashara/Kamadi","Ashara/Kamadi","fct_kuje"
"10996",445,"tlrz","PHC Dafa","primaryhealthclinic","Dafa","Dafa","fct_kuje"
"10997",445,"pqxy","PHC Piri","primaryhealthclinic","Gumbo/Piri","Gumbo/Piri","fct_kuje"
"10998",445,"iyxy","PhC Kilankwa 1","primaryhealthclinic","kilankwa","kilankwa","fct_kuje"
"10999",445,"oatk","Health Post Ike","healthpostdispensary","ashara/Ike","Ashara/Ike","fct_kuje"
"11000",445,"psnj","PHC kwaita Hausa","primaryhealthclinic","Gumbo/Kwaita Housa","Gumbo/Kwaita Hausa","fct_kuje"
"11001",445,"lsbk","Choice Maternity Hospital","maternity","Kwali","Kwali","fct_kuje"
"11002",445,"yehw","PHC Kilankwa 11","primaryhealthclinic","kilankwa","kilankwa","fct_kuje"
"11003",445,"zzzr","PHC Gumbo","primaryhealthclinic","Gumbo","Gumbo","fct_kuje"
"11004",445,"fbsg","Phc Damakusa","primaryhealthclinic","Kundu","Kundu","fct_kuje"
"11005",445,"rvxc","PHC Pai","primaryhealthclinic","Pai","Pai","fct_kuje"
"11006",445,"lbfc","kilankwa/sheda","primaryhealthclinic","kilankwa/sheda","","fct_kuje"
"11007",445,"ghsb","PHC Fuka","primaryhealthclinic","Dafa/Fuka","Dafa/Fuka","fct_kuje"
"11008",445,"btms","PHC Kundu","primaryhealthclinic","Kundu","Kundu","fct_kuje"
"11009",445,"xjmj","Luma Hospital","maternity","Gumbo","Gumbo","fct_kuje"
"11010",445,"ruzj","Health Post Tungan/Sarki","healthpostdispensary","Kundu","Kundu","fct_kuje"
"11011",445,"wnyq","PHC Gomani","primaryhealthclinic","Kundu","Kundu","fct_kuje"
"11012",445,"qgwh","Rhema Foudation","cottagehospital","kwali","kwali","fct_kuje"
"11013",445,"xsqu","Yahweh Clinic/ Maternity","maternity","kwali","kwali","fct_kuje"
"11014",445,"wzau","PHC Kwali","primaryhealthclinic","kwali","kwali","fct_kuje"
"11015",445,"jwvp","PHC petti","primaryhealthclinic","Kilankwa/petti","","fct_kuje"
"11016",447,"wttb","ZAWACHIKI Health Post","healthpostdispensary","PANSHEKARA",NA,"kano_kumbotso"
"11017",447,"inbc","LIMAWA Health Post","healthpostdispensary","UNGUWAR RIMI",NA,"kano_kumbotso"
"11018",447,"tjud","BECHI Health Post","healthpostdispensary","GURUN GAWA",NA,"kano_kumbotso"
"11019",447,"wlid","CHALAWA","primaryhealthclinic","CHALAWA",NA,"kano_kumbotso"
"11020",447,"dgia","WAILARI Health Post","primaryhealthclinic","NAIBAWA",NA,"kano_kumbotso"
"11021",447,"lwfm","CHIRANCHI MCH","primaryhealthcarecentre","CHIRANCHI",NA,"kano_kumbotso"
"11022",447,"srzd","DANGWARO Health Post","healthpostdispensary","UNGUWAR RIMI",NA,"kano_kumbotso"
"11023",447,"jfxu","UNGUWAR RIMI Health Post","healthpostdispensary","UNGUWAR RIMI",NA,"kano_kumbotso"
"11024",447,"bvoz","TURAI YAR'ADUA MPHC","wardmodelphccentre","DANMALIKI",NA,"kano_kumbotso"
"11025",447,"ybnx","AHMED ADO BAYERO MPHC","wardmodelphccentre","KUREKEN SANI",NA,"kano_kumbotso"
"11026",447,"mctb","RUNKUSAUM Health Post","healthpostdispensary","CHALAWA",NA,"kano_kumbotso"
"11027",447,"tyfu","ZARA Health Post","primaryhealthcarecentre","MARIRI",NA,"kano_kumbotso"
"11028",449,"xifh","SHUWAKI MODEL Primary Health  Centre","wardmodelphccentre","SHUWAKI WORD","SHUWAKI COMMUNITY","kano_kunchi"
"11029",450,"popl","KADANE DISPENSARY","healthpostdispensary","KADAWA","KADAWA WARD","kano_kura"
"11030",450,"twia","GUNGIRU Health Post","healthpostdispensary","KOSAWA","KOSAWA WARD","kano_kura"
"11031",450,"oklk","GAMADAN Health Post","healthpostdispensary","DUKAWA","DUKAWA WARD","kano_kura"
"11032",451,"pfen","A/LAFIYA HC","primaryhealthclinic","TSAURI","A/LAFIYA","katsina_kurfi"
"11033",451,"pthw","TAMAWA HC","primaryhealthclinic","KURFI B","TAMAWA","katsina_kurfi"
"11034",451,"gbzr","MUJI HC","primaryhealthclinic","KURFI B","MUJI","katsina_kurfi"
"11035",451,"atya","PHC K/YAMMA","primaryhealthcarecentre","KURFI A","KURFI","katsina_kurfi"
"11036",451,"nnbr","BAHIRAWA HC","primaryhealthclinic","KURFI B","BAHIRAWA","katsina_kurfi"
"11037",451,"gloe","Y/MAKERA HC","primaryhealthclinic","RAWAYAU B","Y/MAKERA","katsina_kurfi"
"11038",451,"xpsb","TUDUWA HC","primaryhealthclinic","RAWAYAU","TUDUWA","katsina_kurfi"
"11039",451,"ifxz","Y/RANDA HC","primaryhealthclinic","KURFI A","Y/RANDA","katsina_kurfi"
"11040",451,"ocrd","BAMBADAWA HC","primaryhealthclinic","TSAURI A","BAMBADAWA","katsina_kurfi"
"11041",451,"nzgf","D/GAWO HC","primaryhealthclinic","RAWAYAU","D/GAWO","katsina_kurfi"
"11042",451,"dqim","PHC KAGUWA","primaryhealthclinic","KURFI A","KAGUWA","katsina_kurfi"
"11043",451,"cnwo","F/KASA HC","primaryhealthclinic","RAWAYAU","F/KASA","katsina_kurfi"
"11044",451,"gjre","K/AMARYA HC","primaryhealthclinic","KURFI B","K/AMARYA","katsina_kurfi"
"11045",452,"csvs","Kafarda MCHC","maternity","Kafarda","Kafarda","katsina_kusada"
"11046",452,"ckgm","Magama HC","healthpostdispensary","Magama","Magama","katsina_kusada"
"11047",452,"mnwa","Sabaru HC","healthpostdispensary","Sabaru","Sabaru","katsina_kusada"
"11048",452,"hkzp","Kaikai HC","healthpostdispensary","Hekuwa","Kaikai","katsina_kusada"
"11049",452,"ymie","Kutunkawa HC","healthpostdispensary","Kutunkawa","Kutunkawa","katsina_kusada"
"11050",452,"felg","Tufani HC","healthpostdispensary","Tufani","Tufani","katsina_kusada"
"11051",452,"rqtl","Kagadama HC","healthpostdispensary","Kagadama","Kagadama","katsina_kusada"
"11052",452,"prwj","Katoge HC","healthpostdispensary","Katoge","Katoge","katsina_kusada"
"11053",452,"bgco","Kyafau HC","healthpostdispensary","Kyafau","Kyafau","katsina_kusada"
"11054",452,"cdts","Keba HC","healthpostdispensary","Keba","Keba","katsina_kusada"
"11055",452,"dypw","Kofa MCHC","maternity","Kofa","Kofa","katsina_kusada"
"11056",452,"uhwd","Makadawa HC","healthpostdispensary","Makadawa","Makadawa","katsina_kusada"
"11057",452,"mbrl","Zangon Yasanya HC","healthpostdispensary","Zangon Yasanya","Zangon Yasanya","katsina_kusada"
"11058",452,"ggfr","Sauna HC","healthpostdispensary","Sauna","Sauna","katsina_kusada"
"11059",452,"blig","Gunsawa MCHC","maternity","Gunsawa","Gunsawa","katsina_kusada"
"11060",452,"ygop","Yar Haya HC","healthpostdispensary","Yar Haya","Yar Haya","katsina_kusada"
"11061",452,"rnxf","Agantar Fulani HC","healthpostdispensary","Aganta","Agantar Fulani","katsina_kusada"
"11062",452,"socc","Bauranya MCHC","maternity","Bauranya","Bauranya","katsina_kusada"
